Date,Arriving by date,Type,Confirmation code,Booking date,Start date,End date,Nights,Guest,Listing,Details,Reference code,Currency,Amount,Paid out,Service fee,Fast pay fee,Cleaning fee,Gross earnings,Occupancy taxes,Earnings year
01/22/2026,,Reservation,HM2T4N29TT,12/19/2025,01/02/2026,01/10/2026,8,Guest 012,Modern City Getaway | Spacious 1BR Apt,,,USD,42.17,,1.30,,2.71,43.47,0.00,2026
01/22/2026,,Reservation,HM8DSXHY8P,01/09/2026,01/11/2026,01/17/2026,6,Guest 004,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,397.70,,12.30,,55.00,410.00,0.00,2026
01/22/2026,,Reservation,HMSXCWB4Z4,01/11/2026,01/11/2026,01/15/2026,4,Guest 013,Modern City Getaway | Spacious 1BR Apt,,,USD,267.28,,8.27,,35.00,275.55,0.00,2026
01/22/2026,,Reservation,HM8DSXHY8P,01/09/2026,01/11/2026,01/17/2026,6,Guest 004,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,181.23,,5.61,,0.00,186.84,0.00,2026
01/22/2026,,Reservation,HMQC4WAH5Z,01/02/2026,01/16/2026,01/18/2026,2,Guest 014,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,193.03,,5.97,,35.00,199.00,0.00,2026
01/22/2026,,Reservation,HMAHJ3HFX5,10/26/2025,01/17/2026,01/19/2026,2,Guest 001,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,332.71,,10.29,,55.00,343.00,0.00,2026
01/22/2026,,Reservation,HMDBWKKRMF,01/13/2026,01/18/2026,01/20/2026,2,Guest 015,Modern City Getaway | Spacious 1BR Apt,,,USD,163.93,,5.07,,35.00,169.00,0.00,2026
01/22/2026,,Reservation,HMTCP2SFKK,01/18/2026,01/18/2026,01/20/2026,2,Guest 016,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,169.75,,5.25,,35.00,175.00,0.00,2026
01/22/2026,,Reservation,HMRB2NPZQR,01/21/2026,01/21/2026,01/24/2026,3,Guest 017,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,252.20,,7.80,,35.00,260.00,0.00,2026
01/10/2026,01/12/2026,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 3201122818,USD,,1990.00,,,,,,
01/10/2026,,Reservation,HMSNMY43QY,12/26/2025,12/28/2025,01/04/2026,7,Guest 018,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,46.39,,1.43,,2.95,47.82,0.00,2026
01/10/2026,,Reservation,HM2RCZATXD,01/01/2026,01/02/2026,01/04/2026,2,Guest 019,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,218.25,,6.75,,35.00,225.00,0.00,2026
01/10/2026,,Reservation,HM2T4N29TT,12/19/2025,01/02/2026,01/10/2026,8,Guest 012,Modern City Getaway | Spacious 1BR Apt,,,USD,502.37,,15.54,,32.29,517.91,0.00,2026
01/10/2026,,Reservation,HM4RXMSRCH,01/03/2026,01/04/2026,01/06/2026,2,Guest 020,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,264.81,,8.19,,55.00,273.00,0.00,2026
01/10/2026,,Resolution Adjustment,HM4RXMSRCH,,01/04/2026,01/06/2026,2,Guest 020,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,Resolution adjustment for resolution 17676587040594,,USD,-65.40,,,,,-65.40,,2026
01/10/2026,,Reservation,HM8PT5MAQP,01/04/2026,01/05/2026,01/06/2026,1,Guest 021,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,103.79,,3.21,,35.00,107.00,0.00,2026
01/10/2026,,Reservation,HMEFPWRZRJ,01/06/2026,01/06/2026,01/07/2026,1,Guest 022,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,103.79,,3.21,,35.00,107.00,0.00,2026
01/10/2026,,Reservation,HMFBCXYYP8,11/24/2025,01/09/2026,01/16/2026,7,Guest 023,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,539.85,,16.70,,35.00,556.55,0.00,2026
01/10/2026,,Reservation,HMKH5Y89J8,12/30/2025,01/09/2026,01/11/2026,2,Guest 024,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,286.15,,8.85,,55.00,295.00,0.00,2026
01/01/2026,01/02/2026,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 8443138788,USD,,1990.00,,,,,,
01/01/2026,,Reservation,HMZFZ8E5YE,10/08/2025,12/17/2025,12/30/2025,13,Guest 025,Modern City Getaway | Spacious 1BR Apt,,,USD,241.63,,7.47,,9.04,249.10,0.00,2026
01/01/2026,,Reservation,HMSNMY43QY,12/26/2025,12/28/2025,01/04/2026,7,Guest 018,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,819.04,,25.34,,52.05,844.38,0.00,2026
01/01/2026,,Reservation,HMPC4ZC924,12/25/2025,12/29/2025,01/02/2026,4,Guest 026,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,353.45,,10.93,,34.38,364.38,0.00,2026
01/01/2026,,Reservation,HMH2YN3SCX,12/30/2025,12/30/2025,12/31/2025,1,Guest 027,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,126.10,,3.90,,35.00,130.00,0.00,2026
01/01/2026,,Reservation,HMKARD4ZY9,12/27/2025,12/31/2025,01/02/2026,2,Guest 028,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,237.65,,7.35,,35.00,245.00,0.00,2026
01/01/2026,,Reservation,HMYEW8YPQF,12/30/2025,12/31/2025,01/02/2026,2,Guest 029,Modern City Getaway | Spacious 1BR Apt,,,USD,222.13,,6.87,,35.00,229.00,0.00,2026
12/26/2025,12/29/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 2512165672,USD,,2000.00,,,,,,
12/26/2025,,Reservation,HMYMXQQCKX,10/15/2025,12/15/2025,12/30/2025,15,Guest 030,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,630.24,,19.49,,18.01,649.73,0.00,2025
12/26/2025,,Reservation,HMZFZ8E5YE,10/08/2025,12/17/2025,12/30/2025,13,Guest 025,Modern City Getaway | Spacious 1BR Apt,,,USD,693.45,,21.45,,25.96,714.90,0.00,2025
12/26/2025,,Reservation,HMDDTS8TPN,12/16/2025,12/18/2025,12/20/2025,2,Guest 031,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,284.21,,8.79,,55.00,293.00,0.00,2025
12/26/2025,,Resolution Adjustment,HMYMXQQCKX,,12/15/2025,12/30/2025,15,Guest 030,Delightful Piantini | Spacious 11th Floor 1BR Apt,Resolution adjustment for resolution 17665250761659,,USD,-25.00,,,,,-25.00,,2025
12/26/2025,,Reservation,HM4TT35TWM,12/24/2025,12/25/2025,12/28/2025,3,Guest 032,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,417.10,,12.90,,55.00,430.00,0.00,2025
12/16/2025,12/17/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 8577505631,USD,,2000.00,,,,,,
12/16/2025,,Reservation,HMNZM94RY3,10/18/2025,11/28/2025,12/02/2025,4,Guest 033,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,286.87,,8.87,,25.62,295.74,0.00,2025
12/16/2025,,Reservation,HMBQA8APKR,11/14/2025,12/10/2025,12/11/2025,1,Guest 034,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,103.79,,3.21,,35.00,107.00,0.00,2025
12/16/2025,,Reservation,HMS54HRXWW,11/25/2025,12/10/2025,12/14/2025,4,Guest 035,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,564.00,,17.44,,55.00,581.44,0.00,2025
12/16/2025,,Reservation,HMPYEZZYWM,12/14/2025,12/14/2025,12/18/2025,4,Guest 036,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,451.05,,13.95,,55.00,465.00,0.00,2025
12/16/2025,,Reservation,HMYMXQQCKX,10/15/2025,12/15/2025,12/30/2025,15,Guest 030,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,594.29,,18.38,,16.99,612.67,0.00,2025
12/10/2025,12/11/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 2282730477,USD,,2000.00,,,,,,
12/10/2025,,Reservation,HMZXRH4RFW,08/14/2025,11/21/2025,11/24/2025,3,Guest 037,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,44.87,,1.39,,4.38,46.26,0.00,2025
12/10/2025,,Reservation,HM8BBXJEPC,11/03/2025,11/25/2025,11/27/2025,2,Guest 038,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,305.55,,9.45,,55.00,315.00,0.00,2025
12/10/2025,,Resolution Adjustment,HM8BBXJEPC,,11/25/2025,11/27/2025,2,Guest 038,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,Resolution adjustment for resolution 17642014098093,,USD,-260.00,,,,,-260.00,,2025
12/10/2025,,Reservation,HMNZM94RY3,10/18/2025,11/28/2025,12/02/2025,4,Guest 033,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,329.08,,10.18,,29.38,339.26,0.00,2025
12/10/2025,,Reservation,HM5TRSQ2Q8,11/29/2025,11/29/2025,12/04/2025,5,Guest 039,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,405.46,,12.54,,35.00,418.00,0.00,2025
12/10/2025,,Reservation,HMXT9A42ZE,11/26/2025,12/02/2025,12/04/2025,2,Guest 040,Modern City Getaway | Spacious 1BR Apt,,,USD,145.31,,4.49,,35.00,149.80,0.00,2025
12/10/2025,,Reservation,HMNFAAHZ2T,09/10/2025,12/05/2025,12/08/2025,3,Guest 041,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,266.75,,8.25,,35.00,275.00,0.00,2025
12/10/2025,,Reservation,HMYH8PZD2Q,12/04/2025,12/05/2025,12/07/2025,2,Guest 042,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,276.45,,8.55,,55.00,285.00,0.00,2025
12/10/2025,,Reservation,HMTTSCHAD9,12/02/2025,12/09/2025,12/17/2025,8,Guest 043,Modern City Getaway | Spacious 1BR Apt,,,USD,486.53,,15.05,,35.00,501.58,0.00,2025
11/25/2025,11/26/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 7304654560,USD,,2000.00,,,,,,
11/25/2025,,Reservation,HMYKDB4HZS,10/16/2025,11/13/2025,11/19/2025,6,Guest 044,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,190.74,,5.90,,12.84,196.64,0.00,2025
11/25/2025,,Reservation,HMDAS53HHY,10/31/2025,11/18/2025,11/22/2025,4,Guest 045,Modern City Getaway | Spacious 1BR Apt,,,USD,298.76,,9.24,,35.00,308.00,0.00,2025
11/25/2025,,Reservation,HMAW442Y5Z,11/06/2025,11/21/2025,11/23/2025,2,Guest 046,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,218.25,,6.75,,35.00,225.00,0.00,2025
11/25/2025,,Reservation,HMZXRH4RFW,08/14/2025,11/21/2025,11/24/2025,3,Guest 037,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,518.70,,16.04,,50.62,534.74,0.00,2025
11/25/2025,,Reservation,HMA4HMEDF9,11/18/2025,11/22/2025,11/30/2025,8,Guest 047,Modern City Getaway | Spacious 1BR Apt,,,USD,556.27,,17.20,,35.00,573.47,0.00,2025
11/25/2025,,Reservation,HMWW5NRFPJ,11/23/2025,11/24/2025,11/27/2025,3,Guest 048,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,217.28,,6.72,,35.00,224.00,0.00,2025
11/18/2025,11/19/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 7648930434,USD,,2000.00,,,,,,
11/18/2025,,Reservation,HMFC35PXDZ,11/04/2025,11/05/2025,11/09/2025,4,Guest 049,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,42.23,,1.31,,4.52,43.54,0.00,2025
11/18/2025,,Reservation,HMBJ5Y4TSC,11/01/2025,11/11/2025,11/18/2025,7,Guest 050,Modern City Getaway | Spacious 1BR Apt,,,USD,466.06,,14.41,,35.00,480.47,0.00,2025
11/18/2025,,Reservation,HME9NR4XSA,11/06/2025,11/11/2025,11/13/2025,2,Guest 051,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,162.46,,5.02,,35.00,167.48,0.00,2025
11/18/2025,,Reservation,HMBTSBBT4T,10/06/2025,11/11/2025,11/16/2025,5,Guest 052,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,254.14,,7.86,,22.00,262.00,0.00,2025
11/18/2025,,Reservation,HMYKDB4HZS,10/16/2025,11/13/2025,11/19/2025,6,Guest 044,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,329.18,,10.18,,22.16,339.36,0.00,2025
11/18/2025,,Reservation,HM4YYQHJTF,11/14/2025,11/14/2025,11/16/2025,2,Guest 053,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,276.45,,8.55,,55.00,285.00,0.00,2025
11/18/2025,,Reservation,HMTNWP9JSF,11/16/2025,11/17/2025,11/21/2025,4,Guest 054,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,469.48,,14.52,,55.00,484.00,0.00,2025
11/10/2025,11/10/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 6784364197,USD,,2000.00,,,,,,
11/10/2025,,Reservation,HM2A52WZRD,07/01/2025,10/30/2025,11/11/2025,12,Guest 055,Modern City Getaway | Spacious 1BR Apt,,,USD,487.83,,15.09,,22.98,502.92,0.00,2025
11/10/2025,,Reservation,HMP5EK82QK,10/31/2025,10/31/2025,11/03/2025,3,Guest 056,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,382.18,,11.82,,55.00,394.00,0.00,2025
11/10/2025,,Reservation,HM2KFN8HHS,10/31/2025,11/01/2025,11/02/2025,1,Guest 057,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,101.85,,3.15,,35.00,105.00,0.00,2025
11/10/2025,,Reservation,HMRJBHRBQ5,11/01/2025,11/02/2025,11/04/2025,2,Guest 058,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,171.69,,5.31,,35.00,177.00,0.00,2025
11/10/2025,,Reservation,HM95R3HKNA,11/04/2025,11/04/2025,11/05/2025,1,Guest 059,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,98.20,,3.04,,35.00,101.24,0.00,2025
11/10/2025,,Reservation,HMFC35PXDZ,11/04/2025,11/05/2025,11/09/2025,4,Guest 049,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,471.48,,14.58,,50.48,486.06,0.00,2025
11/10/2025,,Reservation,HMNHNPJ39D,11/05/2025,11/06/2025,11/08/2025,2,Guest 060,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,182.98,,5.66,,35.00,188.64,0.00,2025
11/10/2025,,Reservation,HMCWS8SWC3,11/08/2025,11/08/2025,11/09/2025,1,Guest 061,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,103.79,,3.21,,35.00,107.00,0.00,2025
10/31/2025,11/03/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 8179185194,USD,,2000.00,,,,,,
10/31/2025,,Reservation,HM4NZNRH5K,08/15/2025,10/05/2025,10/09/2025,4,Guest 062,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,177.36,,5.49,,15.38,182.85,0.00,2025
10/31/2025,,Reservation,HM2PS2SK3B,10/21/2025,10/22/2025,10/25/2025,3,Guest 063,Modern City Getaway | Spacious 1BR Apt,,,USD,185.68,,5.74,,35.00,191.42,0.00,2025
10/31/2025,,Reservation,HM435AYPMT,10/25/2025,10/25/2025,10/28/2025,3,Guest 064,Modern City Getaway | Spacious 1BR Apt,,,USD,192.57,,5.96,,35.00,198.53,0.00,2025
10/31/2025,,Reservation,HM4R9MXF94,10/25/2025,10/25/2025,10/28/2025,3,Guest 065,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,441.35,,13.65,,55.00,455.00,0.00,2025
10/31/2025,,Adjustment,HM4R9MXF94,10/25/2025,10/25/2025,10/28/2025,3,Guest 065,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,-97.00,,-3.00,,0.00,,0.00,2025
10/31/2025,,Reservation,HMMYEPQ2AJ,10/21/2025,10/26/2025,10/29/2025,3,Guest 066,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,253.17,,7.83,,35.00,261.00,0.00,2025
10/31/2025,,Reservation,HM3YFPM45X,10/28/2025,10/28/2025,10/31/2025,3,Guest 067,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,344.35,,10.65,,55.00,355.00,0.00,2025
10/31/2025,,Reservation,HMDACCMR5A,09/13/2025,10/29/2025,11/01/2025,3,Guest 068,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,247.35,,7.65,,35.00,255.00,0.00,2025
10/31/2025,,Reservation,HM2A52WZRD,07/01/2025,10/30/2025,11/11/2025,12,Guest 055,Modern City Getaway | Spacious 1BR Apt,,,USD,255.17,,7.89,,12.02,263.06,0.00,2025
10/19/2025,10/20/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 2849219771,USD,,2000.00,,,,,,
10/19/2025,,Reservation,HM4NZNRH5K,08/15/2025,10/05/2025,10/09/2025,4,Guest 062,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,457.02,,14.13,,39.62,471.15,0.00,2025
10/19/2025,,Reservation,HMJWHDFM49,10/08/2025,10/10/2025,10/13/2025,3,Guest 069,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,228.16,,7.06,,31.17,235.22,0.00,2025
10/19/2025,,Reservation,HMJK4AN4NH,06/22/2025,10/16/2025,10/20/2025,4,Guest 070,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,578.12,,17.88,,55.00,596.00,0.00,2025
10/19/2025,,Reservation,HMRWCB4W8E,09/29/2025,10/17/2025,10/21/2025,4,Guest 050,Modern City Getaway | Spacious 1BR Apt,,,USD,264.31,,8.17,,35.00,272.48,0.00,2025
10/19/2025,,Reservation,HM4REPQZPN,09/25/2025,10/18/2025,10/24/2025,6,Guest 071,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,472.39,,14.61,,35.00,487.00,0.00,2025
10/14/2025,10/15/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 3313866382,USD,,2000.00,,,,,,
10/14/2025,,Reservation,HM3KMHHKY4,09/09/2025,09/27/2025,09/30/2025,3,Guest 072,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,125.59,,3.88,,16.18,129.47,0.00,2025
10/14/2025,,Reservation,HMH49WEP5S,10/03/2025,10/03/2025,10/05/2025,2,Guest 073,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,257.05,,7.95,,55.00,265.00,0.00,2025
10/14/2025,,Reservation,HMQKNJCW4E,10/03/2025,10/05/2025,10/10/2025,5,Guest 074,Modern City Getaway | Spacious 1BR Apt,,,USD,301.91,,9.34,,35.00,311.25,0.00,2025
10/14/2025,,Reservation,HMQWSYQPQN,10/06/2025,10/06/2025,10/09/2025,3,Guest 075,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,237.65,,7.35,,35.00,245.00,0.00,2025
10/14/2025,,Reservation,HMJWHDFM49,10/08/2025,10/10/2025,10/13/2025,3,Guest 069,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,174.39,,5.39,,23.83,179.78,0.00,2025
10/14/2025,,Reservation,HM45HMZKTH,08/21/2025,10/11/2025,10/15/2025,4,Guest 076,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,32.74,,1.01,,8.75,33.75,0.00,2025
10/14/2025,,Reservation,HMENDSY4AN,10/08/2025,10/13/2025,10/16/2025,3,Guest 077,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,367.63,,11.37,,55.00,379.00,0.00,2025
10/14/2025,,Reservation,HMW9WD5CF8,10/12/2025,10/13/2025,10/18/2025,5,Guest 078,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,365.69,,11.31,,35.00,377.00,0.00,2025
10/14/2025,,Reservation,HMPCNAYTT8,10/13/2025,10/13/2025,10/15/2025,2,Guest 079,Modern City Getaway | Spacious 1BR Apt,,,USD,137.35,,4.25,,35.00,141.60,0.00,2025
10/02/2025,10/03/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 3965087869,USD,,2000.00,,,,,,
10/02/2025,,Reservation,HMR243AQQM,09/04/2025,09/07/2025,09/27/2025,20,Guest 080,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,380.19,,11.76,,10.02,391.95,0.00,2025
10/02/2025,,Reservation,HM2ZJJSSND,09/10/2025,09/14/2025,09/18/2025,4,Guest 081,Modern City Getaway | Spacious 1BR Apt,,,USD,260.13,,8.05,,35.00,268.18,0.00,2025
10/02/2025,,Reservation,HMK53SCDXQ,09/18/2025,09/20/2025,09/22/2025,2,Guest 082,Modern City Getaway | Spacious 1BR Apt,,,USD,152.22,,4.71,,35.00,156.93,0.00,2025
10/02/2025,,Reservation,HM2NEEADXN,09/23/2025,09/26/2025,09/29/2025,3,Guest 083,Modern City Getaway | Spacious 1BR Apt,,,USD,137.35,,4.25,,35.00,141.60,0.00,2025
10/02/2025,,Reservation,HMB5CSQJW5,09/26/2025,09/27/2025,09/29/2025,2,Guest 084,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,180.30,,5.58,,35.00,185.88,0.00,2025
10/02/2025,,Reservation,HM3KMHHKY4,09/09/2025,09/27/2025,09/30/2025,3,Guest 072,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,301.21,,9.32,,38.82,310.53,0.00,2025
10/02/2025,,Reservation,HM2NEEADXN,09/23/2025,09/26/2025,09/29/2025,3,Guest 083,Modern City Getaway | Spacious 1BR Apt,,,USD,63.05,,1.95,,0.00,65.00,0.00,2025
10/02/2025,,Reservation,HMSN2YWNA8,09/25/2025,09/29/2025,10/02/2025,3,Guest 085,Modern City Getaway | Spacious 1BR Apt,,,USD,192.84,,5.96,,35.00,198.80,0.00,2025
10/02/2025,,Reservation,HMQBAJPDRS,09/03/2025,10/01/2025,10/05/2025,4,Guest 086,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,332.71,,10.29,,35.00,343.00,0.00,2025
09/13/2025,09/15/2025,Payout,,,,,,,,"Transfer to Western Union, Diana Romer, DO (USD)",MTCN: 7296814007,USD,,2000.00,,,,,,
09/13/2025,,Reservation,HMYRWTYHSC,03/16/2025,08/25/2025,08/30/2025,5,Guest 087,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,87.38,,2.70,,6.31,90.08,0.00,2025
09/13/2025,,Adjustment,HM4KW2RHFT,08/31/2025,08/31/2025,09/05/2025,5,Guest 088,Modern City Getaway | Spacious 1BR Apt,,,USD,-273.15,,-8.45,,0.00,,0.00,2025
09/13/2025,,Reservation,HMEZ23WQN5,09/04/2025,09/06/2025,09/09/2025,3,Guest 089,☆ TOP CITY CENTER - 3BR APT | Luxury High-rise ☆,,,USD,373.92,,11.56,,55.00,385.48,0.00,2025
09/13/2025,,Reservation,HMR243AQQM,09/04/2025,09/07/2025,09/27/2025,20,Guest 080,Delightful Piantini | Spacious 11th Floor 1BR Apt,,,USD,947.58,,29.31,,24.98,976.89,0.00,2025
